hl = 2, hn = 16, lr = 0.01, wd = 0.001, ni = 4, train accuracy: 0.8914285714285715, test accuracy: 0.8672
hl = 2, hn = 16, lr = 0.01, wd = 0.01, ni = 4, train accuracy: 0.5006857142857143, test accuracy: 0.4984
hl = 2, hn = 16, lr = 0.01, wd = 0.1, ni = 4, train accuracy: 0.5006857142857143, test accuracy: 0.4984
hl = 2, hn = 16, lr = 0.1, wd = 1e-07, ni = 4, train accuracy: 0.9278571428571428, test accuracy: 0.8710666666666667
hl = 2, hn = 16, lr = 0.1, wd = 1e-06, ni = 4, train accuracy: 0.9289142857142857, test accuracy: 0.8798666666666667
hl = 2, hn = 16, lr = 0.1, wd = 1e-05, ni = 4, train accuracy: 0.876, test accuracy: 0.8538
hl = 2, hn = 16, lr = 0.1, wd = 0.0001, ni = 4, train accuracy: 0.8675428571428572, test accuracy: 0.8512666666666666
hl = 2, hn = 16, lr = 0.1, wd = 0.001, ni = 4, train accuracy: 0.822, test accuracy: 0.8103333333333333
hl = 2, hn = 16, lr = 0.1, wd = 0.01, ni = 4, train accuracy: 0.5006857142857143, test accuracy: 0.4984
hl = 2, hn = 16, lr = 0.1, wd = 0.1, ni = 4, train accuracy: 0.5006857142857143, test accuracy: 0.4984
{'test_acc': np.float64(0.8907333333333334), 'train_acc': np.float64(0.9092), 'h_layers': 2, 'h_neurons': 16, 'lr': 0.0001, 'wd': 1e-06, 'num_iter': 4}
